location,date,zika_bool,max_temp,max_temp1,max_temp2,mean_temp,mean_temp1,mean_temp2,min_temp,min_temp1,min_temp2,dew_point,dew_point1,dew_point2,precipitation,precipitation1,precipitation2,wind,wind1,wind2,density_per_km,airport_dist_any,airport_dist_large,mosquito_dist,gdp,gdp_ppp
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Santander-Palmar,2016-06-04,1,26.0,80.0,81.0,22.0,73.0,74.0,18.0,67.0,67.0,19.0,68.0,69.0,4.83,0.05,0.47,8.0,5.0,5.0,431.6532897949219,0.35725146116080847,4.10630182416083,0.35556576176080706,291.5,666.9
Argentina-La_Rioja,2016-03-19,1,31.0,29.0,33.0,24.0,22.0,25.0,17.0,17.0,20.0,17.0,17.0,19.0,0.0,18.03,3.05,6.0,5.0,4.0,17.69784164428711,0.004644499206848497,98.48239166320678,3.7495783072068445,642.5,883.9
Colombia-Risaralda-Santa_Rosa_De_Cabal,2016-06-18,1,28.0,28.0,27.0,22.0,23.0,22.0,18.0,18.0,18.0,18.0,18.0,19.0,1.52,16.0,8.64,8.0,9.0,7.0,158.7386932373047,0.017094920740999837,2.205040322740971,0.12170560674100102,291.5,666.9
Panama-Panama_Oeste-El_Coco,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,1632.139892578125,0.07509774237061129,0.22266807277061337,10.080131840970584,54.3,91.1
Nicaragua-Jinotega,2016-05-05,1,35.0,35.0,36.0,30.0,31.0,31.0,26.0,27.0,26.0,23.0,23.0,21.0,0.0,0.0,0.0,10.0,10.0,16.0,171.13250732421875,0.9259751996065823,9.467138712406577,0.6063164542065788,12.7,32.1
United_States_Virgin_Islands-Saint_John,2016-04-19,1,31.0,31.0,29.0,29.0,28.0,27.0,25.0,24.0,25.0,21.0,21.0,22.0,13.97,0.76,4.83,15.0,10.0,15.0,37.42814636230469,0.07482878952519793,1.7016815995251802,1.5576162031251852,18120.7,18120.7
Colombia-Norte_Santander-Ocana,2016-06-25,1,42.050000000000004,50.599999999999994,50.8,35.1,44.599999999999994,40.150000000000006,28.15,38.65,30.5,29.299999999999997,34.050000000000004,31.5,1.2105000000000001,0.6765000000000001,1.1900000000000013,8.7,10.600000000000001,9.85,217.16571044921875,0.003985551856010139,13.232941849656012,0.7475336002560076,291.5,666.9
Colombia-Cundinamarca-Anolaima,2016-06-25,1,66.0,19.0,19.0,57.0,13.0,13.0,48.0,9.0,8.0,48.0,8.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,114.59786987304688,0.10406904096799374,0.10406904096799374,0.014855924967999957,291.5,666.9
Colombia-Antioquia-San_Rafael,2016-03-19,1,23.0,24.0,25.0,19.0,19.0,20.0,14.0,14.0,15.0,15.0,14.0,14.0,6.1,0.51,1.78,6.0,4.0,6.0,52.75005340576172,0.17209306286500253,3.3101903108649866,0.284568564865004,291.5,666.9
Colombia-Cundinamarca-Sopo,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,444.2073974609375,0.08514491405081229,0.08514491405081229,0.35198288065080907,291.5,666.9
Argentina-Rio_Negro,2016-04-29,1,14.0,19.0,21.0,9.0,13.0,15.0,5.0,7.0,8.0,5.0,3.0,7.0,7.37,1.02,1.02,17.0,16.0,15.0,7.440681457519531,0.0025460527927700415,56.21553079159272,28.754121031992725,642.5,883.9
Colombia-Atlantico-Santo_Tomas,2016-04-09,1,34.0,34.0,33.0,30.0,30.0,29.0,26.0,25.0,26.0,24.0,24.0,24.0,0.0,0.0,0.0,22.0,16.0,20.0,402.8623352050781,0.016656736797000676,24.268343408797048,0.0013601747970000931,291.5,666.9
Colombia-Cundinamarca-Sasaima,2016-05-21,1,68.0,19.0,19.0,60.0,14.0,15.0,51.0,10.0,10.0,50.0,10.0,11.0,0.0,0.0,0.0,7.0,9.0,9.0,99.1518783569336,0.151008292788992,0.151008292788992,0.10623334078900125,291.5,666.9
Colombia-Bogota-Teusaquillo_Quinta_Paredes,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.59912109375,0.007282179346491151,0.007282179346491151,0.13981388154649363,291.5,666.9
Colombia-Antioquia-Santafe_De_Antioquia,2016-06-11,1,28.0,28.0,84.0,22.0,23.0,75.0,17.0,18.0,66.0,15.0,17.0,61.0,0.0,0.0,0.0,8.0,7.0,6.0,64.49037170410156,0.16944658268200247,6.264522578681978,0.11852462068199834,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Ecuador-Esmeraldas-Quininde,2016-06-22,1,70.0,73.0,72.0,60.0,62.0,60.0,50.0,51.0,49.0,50.0,48.0,50.0,0.0,0.0,0.0,4.0,5.0,4.0,62.59082794189453,1.4327523972116938,1.4327523972116938,6.8402225518117366,99.3,184.8
Panama-Metro-Gamboa,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,95.8555908203125,0.040325765079439385,0.10035735827944026,9.833398035879393,54.3,91.1
Panama-Kuna_Yala-Soledad_Miriam,2016-04-11,0,35.0,35.0,35.0,29.0,29.0,28.0,23.0,24.0,22.0,20.0,21.0,21.0,0.0,0.0,0.0,7.0,9.0,6.0,12.695870399475098,0.3732645086089865,0.3732645086089865,6.517477990609028,54.3,91.1
Colombia-Sucre-Palmito,2016-03-05,1,35.0,95.0,96.0,29.0,86.0,86.0,24.0,76.0,75.0,24.0,76.0,76.0,0.0,0.0,0.0,6.0,3.0,2.0,107.85354614257812,0.027087941609999902,14.831313849609941,0.9150217056100005,291.5,666.9
United_States-Maine,2016-03-30,0,49.0,36.0,44.0,42.0,28.0,36.0,34.0,20.0,28.0,35.0,16.0,26.0,1.49,0.46,0.45,8.0,7.0,9.0,6.144123077392578,0.5808828915561963,3.3306521357562078,94.35363850195631,18120.7,18120.7
Colombia-Cordoba-Monitos,2016-06-11,1,33.0,32.0,91.0,28.0,28.0,84.0,23.0,23.0,76.0,24.0,25.0,78.0,42.93,29.21,0.75,1.0,2.0,2.0,161.70062255859375,0.21719624263999013,10.607804706640026,1.4613817546399925,291.5,666.9
Colombia-Norte_Santander-Cucuta,2016-05-21,1,93.0,32.0,33.0,86.0,28.0,29.0,79.0,24.0,25.0,67.0,21.0,21.0,0.08,16.0,0.0,17.0,13.0,16.0,663.1236572265625,0.0017478439765701331,12.8811123411766,0.004168699976569841,291.5,666.9
Colombia-Narino-Sandona,2016-02-13,1,26.0,26.0,81.0,21.0,20.0,69.0,16.0,14.0,57.0,14.0,14.0,58.0,0.0,0.25,0.0,7.0,7.0,5.0,281.6668701171875,0.04548759962499904,2.7793945696250173,0.7385460096249876,291.5,666.9
Colombia-Narino-Consaca,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,85.03880310058594,0.06599093433999778,2.582837962340024,0.6438480183399833,291.5,666.9
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Meta-Fuente_De_Oro,2016-05-14,1,30.0,30.0,30.0,26.0,25.0,26.0,21.0,21.0,22.0,21.0,22.0,22.0,67.05,10.93,56.65,3.0,2.0,2.0,27.542747497558594,0.3796264024449991,1.8141064264450044,0.28741006044500106,291.5,666.9
Colombia-Cundinamarca-Nemocon,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,161.92117309570312,0.20412019137700232,0.20412019137700232,0.5295817313769979,291.5,666.9
Colombia-Narino-Tangua,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,41.7679443359375,0.10150245184181053,2.426021221241818,0.455111133641805,291.5,666.9
Colombia-Narino-Aldana,2016-01-09,0,68.0,62.0,60.0,55.0,54.0,52.0,43.0,47.0,44.0,49.0,48.0,47.0,0.02,0.02,0.03,3.0,5.0,6.0,140.08370971679688,0.0012300365609999202,1.4556261445610112,0.7347806325609851,291.5,666.9
Nicaragua-Other,2016-03-14,1,35.0,35.0,34.0,29.0,29.0,29.0,23.0,25.0,24.0,19.0,22.0,21.0,0.0,0.0,0.0,17.0,17.0,19.0,55.038055419921875,1.4478594554970154,15.144335151496996,0.9690836314969957,12.7,32.1
Colombia-Antioquia-Itagui,2016-06-25,1,83.0,29.0,28.0,73.0,23.0,22.0,64.0,17.0,17.0,59.0,14.0,15.0,0.0,0.0,0.0,4.0,4.0,8.0,13706.1240234375,0.0033094193606804487,4.301948900160674,0.004744609760680926,291.5,666.9
Dominican_Republic-Dajabon,2016-06-04,1,29.0,82.0,84.0,28.0,82.0,84.0,27.0,80.0,84.0,22.0,72.0,72.0,0.0,0.0,0.0,13.0,6.0,10.0,908.3621826171875,0.27005174588277026,5.414407823282754,0.6714444364827705,68.2,149.9
Colombia-Norte_Santander-Cucutilla,2016-06-25,1,90.0,33.0,35.0,83.0,29.0,30.0,77.0,26.0,25.0,66.0,18.0,18.0,0.59,17.53,1.02,14.0,27.0,24.0,20.69994354248047,0.21875330680899774,9.940710862809023,0.2552640748089987,291.5,666.9
Colombia-Cundinamarca-Junin,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,20.10417938232422,0.24215584951300576,0.24215584951300576,0.41144713951299927,291.5,666.9
Argentina-Salta,2016-05-22,1,15.0,14.0,18.0,10.0,11.0,15.0,6.0,9.0,11.0,7.0,8.0,12.0,0.25,0.25,9.14,6.0,7.0,4.0,347.3858642578125,0.009401376349371224,148.2325426455493,1.339391324349364,642.5,883.9
Colombia-Magdalena-Concordia,2016-04-02,1,30.0,31.0,29.0,24.0,25.0,24.0,19.0,19.0,19.0,16.0,15.0,16.0,0.0,0.0,0.0,7.0,7.0,7.0,124.53290557861328,0.1313459117570056,4.905960507756989,0.12938205975699904,291.5,666.9
Colombia-Bolivar-Cordoba,2016-04-02,1,87.04,87.56,61.16,80.92,82.0,56.04,75.28,76.88,50.92,70.96,72.52,48.519999999999996,0.0,0.0,0.0468,8.0,8.52,9.48,73.65008544921875,0.14802215434900493,13.240842130348987,1.3387916023490096,291.5,666.9
Colombia-Caldas-Manizales,2016-04-16,1,21.0,21.0,20.0,17.0,17.0,17.0,14.0,14.0,15.0,14.0,14.0,14.0,0.0,0.0,0.0,8.0,7.0,7.0,1017.676025390625,0.004005136060559462,2.00381409366054,0.326561334060561,291.5,666.9
Panama-San_Miguelito-Condado_del_Rey,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,4790.482421875,0.004861202837060124,0.020964121437059724,8.67469471423701,54.3,91.1
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Colombia-Cartagena-Cartagena,2016-06-25,1,91.0,33.0,33.0,85.0,29.0,30.0,79.0,26.0,27.0,78.0,26.0,26.0,0.95,28.96,0.0,6.0,10.0,10.0,2154.119873046875,0.00372328897274082,16.98042035797276,8.045917274001651e-05,291.5,666.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Colombia-Cundinamarca-Paime,2016-03-05,1,23.0,71.0,72.0,16.0,61.0,61.0,9.0,51.0,50.0,11.0,51.0,49.0,13.2,0.12,0.31,9.0,5.0,6.0,27.778947830200195,0.44709298424100047,0.44709298424100047,0.2738003682410069,291.5,666.9
Ecuador-Chimborazo-Chunchi,2016-04-20,1,71.0,74.0,71.0,63.0,65.0,63.0,55.0,56.0,54.0,53.0,55.0,55.0,0.08,0.39,0.43,6.0,5.0,4.0,67.44215393066406,0.36288618824019897,2.0056877290402007,3.207425133040213,99.3,184.8
Colombia-Arauca-Arauca,2016-06-25,1,83.0,30.0,30.0,77.0,26.0,27.0,72.0,23.0,23.0,75.0,24.0,25.0,2.97,17.78,96.27,2.0,4.0,3.0,11.541993141174316,0.34251216604321455,13.294725668043226,3.8413660634432207,291.5,666.9
Dominican_Republic-Other,2016-02-27,1,87.0,86.0,31.0,78.0,79.0,26.0,69.0,71.0,21.0,69.0,71.0,21.0,0.0,0.0,0.0,6.0,8.0,7.0,198.68756103515625,0.05767458804999766,0.3371395200500008,3.722017458050026,68.2,149.9
Colombia-Boyaca-Covarachia,2016-01-09,0,82.0,84.0,85.0,74.0,75.0,75.0,66.0,66.0,66.0,68.0,66.0,65.0,0.04,0.01,0.0,4.0,5.0,5.0,24.326738357543945,0.5913698347610018,5.21589362876102,0.5166299647610039,291.5,666.9
Colombia-Antioquia-Valparaiso,2016-02-06,1,23.0,74.0,75.0,18.0,66.0,64.0,13.0,57.0,53.0,13.0,57.0,56.0,0.0,0.06,0.0,5.0,4.0,3.0,69.23680877685547,0.3432431954119956,3.0191478994119545,0.3688914794119996,291.5,666.9
Colombia-Santander-Galan,2016-06-25,1,66.0,19.0,19.0,57.0,13.0,13.0,48.0,9.0,8.0,48.0,8.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,6132.349609375,6.6103134500632746e-06,6.6103134500632746e-06,0.1097238001134539,291.5,666.9
Colombia-Tolima-Rovira,2016-06-18,1,31.0,29.0,28.0,25.0,25.0,23.0,20.0,20.0,19.0,18.0,21.0,21.0,0.0,15.24,11.18,11.0,9.0,7.0,28.94222068786621,0.04475823745699994,1.4080349854569778,0.18830804745699403,291.5,666.9
Colombia-Cauca-Puerto_Tejada,2016-06-18,1,30.0,31.0,30.0,24.0,25.0,24.0,18.0,19.0,18.0,19.0,19.0,20.0,0.0,0.76,0.51,7.0,7.0,7.0,446.1581115722656,0.10506811432499955,7.340509044324964,0.06355651432499973,291.5,666.9
Colombia-Narino-La_Florida,2016-01-09,0,75.0,79.0,80.0,67.0,71.0,70.0,59.0,62.0,60.0,61.0,52.0,50.0,0.12,0.08,0.0,3.0,11.0,10.0,65.13335418701172,0.02234342332999845,2.9474641273300266,0.6807881453299846,291.5,666.9
Colombia-Tolima-San_Luis,2016-06-11,1,23.0,23.0,74.0,18.0,18.0,65.0,13.0,13.0,56.0,13.0,14.0,57.0,15.75,45.21,1.61,5.0,4.0,4.0,29.677377700805664,0.1981407511570053,2.516041347156982,0.14881437715699292,291.5,666.9
Colombia-Cundinamarca-Chia,2016-05-14,1,19.0,19.0,20.0,14.0,15.0,16.0,10.0,10.0,11.0,10.0,11.0,12.0,0.0,0.0,0.0,9.0,9.0,10.0,3129.078125,0.03856718564793067,0.03856718564793067,0.24047117164792686,291.5,666.9
Colombia-Magdalena-Zona_Bananera,2016-05-14,1,34.0,33.0,33.0,31.0,30.0,29.0,27.0,26.0,26.0,24.0,24.0,25.0,0.0,0.0,0.0,7.0,12.0,8.0,163.98342895507812,0.11102711356612927,30.12793795336609,0.3470162499661369,291.5,666.9
Argentina-CABA,2016-05-22,1,15.0,13.0,15.0,12.0,11.0,13.0,10.0,9.0,11.0,9.0,7.0,10.0,7.11,2.03,0.0,13.0,12.0,17.0,12625.80078125,0.0031828711961701074,0.07151369279617309,0.008009055596170215,642.5,883.9
Ecuador-Azuay-Cuenca,2016-03-30,1,72.0,71.0,69.0,64.0,63.0,62.0,56.0,56.0,55.0,54.0,53.0,55.0,0.28,0.01,0.46,4.0,5.0,4.0,5303.0068359375,0.0006033002244998703,4.124580498224494,1.9090265452245339,99.3,184.8
Colombia-Huila-Villavieja,2016-03-19,1,33.0,34.0,33.0,29.0,29.0,29.0,24.0,24.0,25.0,21.0,22.0,22.0,0.0,0.51,24.38,6.0,6.0,4.0,24.63377571105957,0.07785855304900077,3.34729526504897,1.3360567330489908,291.5,666.9
Colombia-Amazonas-Tarapaca,2016-01-09,0,90.0,89.0,88.0,82.0,82.0,81.0,74.0,74.0,74.0,77.0,77.0,76.0,0.76,5.12,4.92,1.0,1.0,1.0,0.8734766244888306,1.7377835655779994,77.07050392557804,1.3003516595780003,291.5,666.9
Colombia-Cundinamarca-Chipaque,2016-03-26,1,23.0,21.0,22.0,15.0,16.0,16.0,8.0,11.0,9.0,8.0,11.0,11.0,4.06,6.1,37.33,10.0,9.0,9.0,61.96161651611328,0.07738977361921066,0.07738977361921066,0.21552525521920748,291.5,666.9
Colombia-Choco-Union_Panamericana,2016-01-09,0,87.0,88.0,88.0,81.0,82.0,82.0,76.0,77.0,76.0,77.0,77.0,77.0,0.38,0.02,0.0,2.0,2.0,1.0,60.95066833496094,0.14787525530000004,6.607548535299923,0.1471084753000007,291.5,666.9
Dominican_Republic-Santo_Domingo,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Panama-Panama_Oeste-Playa_Leona,2016-04-11,1,34.0,34.0,34.0,29.0,29.0,29.0,25.0,26.0,24.0,21.0,22.0,22.0,0.0,0.0,0.0,10.0,12.0,11.0,227.55474853515625,0.07898712538273106,0.22896176638273263,9.768877376982696,54.3,91.1
United_States-Puerto_Rico,2016-06-29,1,85.0,85.0,83.0,74.0,74.0,74.0,62.0,63.0,63.0,61.0,62.0,56.0,0.06,2.28,2.97,6.0,6.0,8.0,1966.2645263671875,0.012275216569998599,0.012275216569998599,0.007559410570000683,18120.7,18120.7
Dominican_Republic-Distrito_Nacional,2016-06-04,1,31.0,88.0,88.0,27.0,83.0,82.0,25.0,77.0,77.0,24.0,75.0,75.0,0.0,0.0,0.0,5.0,5.0,6.0,12376.0859375,0.010560756123141259,0.07189741892313734,4.68724406752319,68.2,149.9
Guatemala-Nor_Occidente,2016-03-26,1,27.0,27.0,26.0,13.0,19.0,20.0,0.0,11.0,15.0,15.0,16.0,16.0,0.0,0.0,0.0,23.0,16.0,16.0,5432.2353515625,0.011066715279848881,3.8691564690798375,2.391739568679886,63.8,126.2
Colombia-Narino-Alban,2016-06-11,1,19.0,20.0,67.0,13.0,14.0,59.0,8.0,9.0,51.0,9.0,9.0,51.0,0.0,0.0,0.0,9.0,8.0,6.0,145.13699340820312,0.1149107214879936,0.1149107214879936,0.05685176148799971,291.5,666.9
Colombia-Norte_Santander-Gramalote,2016-06-04,1,34.0,93.0,93.0,29.0,85.0,86.0,25.0,77.0,79.0,20.0,69.0,67.0,2.03,0.0,0.08,20.0,16.0,17.0,38.570831298828125,0.08272535782100152,11.972285979821002,0.12834041382100383,291.5,666.9
Colombia-Antioquia-Zaragoza,2016-06-18,1,87.52,86.76,83.96000000000001,80.44,80.6,77.12,74.28,74.36,69.44,75.28,74.28,70.19999999999999,2.3272000000000004,0.8855999999999997,1.6056000000000026,3.32,2.5599999999999996,2.960000000000001,32.113407135009766,0.01530045825361039,8.274319413853597,0.47835230845361365,291.5,666.9
United_States-New_Hampshire,2016-03-09,0,15.0,6.0,7.0,8.0,2.0,2.0,1.0,4.0,3.0,1.0,8.0,5.0,8.64,14.73,26.41,8.0,13.0,14.0,152.44107055664062,0.08664723508464835,0.08664723508464835,45.93664923628474,18120.7,18120.7
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Santander-Los_Santos,2016-05-21,1,81.0,26.0,25.0,74.0,22.0,21.0,67.0,18.0,18.0,69.0,20.0,19.0,0.47,4.82,53.1,5.0,7.0,7.0,58.44654083251953,0.1446769057810011,5.309210985781004,0.12581751178100137,291.5,666.9
Colombia-Cesar-Rio_De_Oro,2016-06-18,1,43.28,51.56,50.08,36.36,45.56,39.64,29.439999999999998,39.64,30.200000000000003,30.68,35.28,31.200000000000003,1.1987999999999999,0.6804,1.7540000000000013,8.52,10.36,9.76,34.580718994140625,0.001298220312999658,13.481271058313009,0.8123769183129991,291.5,666.9
Colombia-Narino-Narino,2016-02-20,1,80.0,26.0,26.0,70.0,21.0,20.0,60.0,16.0,14.0,56.0,14.0,14.0,0.01,0.0,0.25,6.0,7.0,7.0,118.5054931640625,0.015897672401002223,3.011272262400981,0.6214334044010086,291.5,666.9
Colombia-Huila-Yaguara,2016-04-23,1,34.0,32.0,33.0,28.0,28.0,28.0,23.0,23.0,23.0,21.0,22.0,22.0,2.54,4.06,4.06,4.0,4.0,5.0,39.447479248046875,0.13186226167199905,6.032150641671969,1.0975534936720015,291.5,666.9
Brazil-Para,2016-05-28,1,85.0,87.0,31.0,80.0,81.0,28.0,75.0,76.0,25.0,76.0,76.0,24.0,0.0,0.0,0.0,5.0,5.0,9.0,12.257213592529297,0.19860617862544983,42.04537574602544,0.7264180802254497,1799.7,3224.4
Colombia-Bogota-Tunjuelito_Venecia,2016-01-09,0,70.0,69.0,71.0,59.0,58.0,58.0,48.0,46.0,44.0,51.0,45.0,43.0,0.02,0.01,0.0,6.0,7.0,8.0,6356.5986328125,0.012025879769700164,0.012025879769700164,0.1116524379697016,291.5,666.9
Colombia-Narino-Ospina,2016-01-09,0,68.0,62.0,60.0,55.0,54.0,52.0,43.0,47.0,44.0,49.0,48.0,47.0,0.02,0.02,0.03,3.0,5.0,6.0,157.1731719970703,0.050339981599999716,2.040525101600009,0.6354861415999917,291.5,666.9
Brazil-Mato_Grosso,2016-05-28,1,97.0,97.0,36.0,84.0,85.0,28.0,71.0,72.0,22.0,70.0,73.0,23.0,0.0,0.0,0.0,4.0,3.0,4.0,0.1857762336730957,8.593516994790434,91.20832890879046,0.10780195719044247,1799.7,3224.4
Mexico-Guanajuato,2015-11-28,0,77.0,79.0,79.0,64.0,67.0,67.0,52.0,54.0,55.0,48.0,50.0,48.0,0.0,0.0,0.0,4.0,3.0,5.0,8491.0224609375,0.05069223000420614,4.464466413004227,0.05145965620420798,1169.6,2270.7
Colombia-Choco-Acandi,2016-04-30,1,31.0,32.0,33.0,27.0,29.0,30.0,24.0,26.0,27.0,24.0,25.0,24.0,62.23,30.23,11.17,4.0,10.0,13.0,14.11434555053711,0.8043026562809951,4.741498874281024,0.4695684322809849,291.5,666.9
Guatemala-Jutiapa,2016-03-26,1,27.0,27.0,26.0,13.0,19.0,20.0,0.0,11.0,15.0,15.0,16.0,16.0,0.0,0.0,0.0,23.0,16.0,16.0,245.1189727783203,0.5140523017549281,1.3213476271549385,0.7607884891549237,63.8,126.2
Colombia-Cordoba-Chinu,2016-05-28,1,91.0,94.0,32.0,84.0,85.0,28.0,76.0,76.0,24.0,78.0,78.0,25.0,0.75,0.01,7.36,2.0,1.0,1.0,102.71328735351562,0.06489183302500004,15.853349731024954,1.4159771010249962,291.5,666.9
Colombia-Magdalena-Pijino_Del_Carmen,2016-02-27,1,76.74,77.42,39.480000000000004,68.72,69.4,34.12,60.36,60.04,28.76,59.06,59.74,27.42,0.085,0.30600000000000005,0.272,6.32,5.66,7.32,35.267818450927734,0.15626347902997142,21.51441403882997,1.693733420829969,291.5,666.9
Guatemala-Solola,2016-03-08,1,34.0,34.0,35.0,28.0,28.0,27.0,23.0,23.0,19.0,20.0,20.0,19.0,150.88,0.0,0.0,22.0,18.0,13.0,1132.676513671875,0.32916412607482304,6.262250937274777,0.9513101734748407,63.8,126.2
Haiti-Sud_Est-Marigot,2016-02-03,1,32.0,32.0,32.0,28.0,28.0,27.0,24.0,23.0,23.0,19.0,19.0,19.0,0.0,0.0,0.0,14.0,14.0,14.0,761.3251953125,0.03935573979202597,7.070344723591985,0.006293451392022432,8.7,18.8
Colombia-Antioquia-Remedios,2016-06-25,1,87.7,86.85,85.85,80.65,80.75,78.94999999999999,74.55,74.6,71.15,75.55,74.55,72.0,2.3845,0.8234999999999997,1.0035000000000025,3.1999999999999997,2.3499999999999996,2.5999999999999996,15.855560302734375,0.3363539999809996,5.707265267980994,0.2620932019810056,291.5,666.9
Colombia-Antioquia-Canasgordas,2016-01-09,1,84.0,85.0,86.0,75.0,76.0,75.0,65.0,66.0,64.0,61.0,58.0,55.0,0.0,0.0,0.0,4.0,7.0,5.0,64.67404174804688,0.4708538885090079,7.727804060508989,0.3858484285090005,291.5,666.9
Dominican_Republic-Barahona,2016-05-07,1,30.0,31.0,32.0,27.0,27.0,28.0,23.0,23.0,23.0,24.0,24.0,22.0,1.02,0.0,0.0,12.0,17.0,23.0,2050.2607421875,0.0018242044502504225,2.102146169050236,1.1671120618502697,68.2,149.9
Dominican_Republic-Independencia,2016-03-26,1,31.0,31.0,31.0,27.0,27.0,26.0,22.0,24.0,21.0,22.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,15.0,18.34076690673828,0.17891358173676666,3.441027310736785,0.39484007593677234,68.2,149.9
Colombia-Antioquia-Necocli,2016-05-21,1,91.0,32.0,33.0,84.0,28.0,29.0,77.0,24.0,24.0,77.0,24.0,25.0,0.1,0.0,1.27,4.0,8.0,8.0,53.03141784667969,0.38357678595999933,7.1502082019599795,0.11036957795999912,291.5,666.9
Dominican_Republic-San_Pedro_de_Macoris,2016-06-04,1,30.0,87.0,87.0,26.0,80.0,80.0,23.0,72.0,74.0,23.0,75.0,74.0,37.33,0.0,0.0,6.0,5.0,5.0,1993.464599609375,0.13817215327027713,0.13817215327027713,7.817582806870293,68.2,149.9
Mexico-Puebla,2015-11-28,0,74.0,76.0,76.0,62.0,64.0,64.0,50.0,51.0,52.0,47.0,49.0,48.0,0.0,0.47,0.05,5.0,4.0,5.0,6606.7060546875,0.040721363589329033,0.9051615093893361,1.5965789329956855e-05,1169.6,2270.7
Colombia-Antioquia-El_Santuario,2016-01-09,0,73.0,74.0,75.0,65.0,64.0,63.0,56.0,54.0,52.0,58.0,56.0,53.0,1.45,0.02,0.0,2.0,3.0,4.0,472.5284729003906,0.025763998402003923,3.3155517524019604,0.09978714240200233,291.5,666.9
